"","time","sim.num","sim.num.g2","s.num","i.num","num","s.num.g2","i.num.g2","num.g2","si.flow","si.flow.g2"
"71",71,250,250,43.7777777777778,206.222222222222,250,14.2222222222222,235.777777777778,250,0.444444444444444,0.444444444444444
"72",72,250,250,42.8888888888889,207.111111111111,250,13.8888888888889,236.111111111111,250,0.888888888888889,0.333333333333333
"73",73,250,250,41.7777777777778,208.222222222222,250,13.6666666666667,236.333333333333,250,1.11111111111111,0.222222222222222
"74",74,250,250,40.8888888888889,209.111111111111,250,13.4444444444444,236.555555555556,250,0.888888888888889,0.222222222222222
"75",75,250,250,40.1111111111111,209.888888888889,250,13.1111111111111,236.888888888889,250,0.777777777777778,0.333333333333333
"76",76,250,250,39.3333333333333,210.666666666667,250,12.7777777777778,237.222222222222,250,0.777777777777778,0.333333333333333
"77",77,250,250,38.8888888888889,211.111111111111,250,12.6666666666667,237.333333333333,250,0.444444444444444,0.111111111111111
"78",78,250,250,38,212,250,12.1111111111111,237.888888888889,250,0.888888888888889,0.555555555555555
"79",79,250,250,37.3333333333333,212.666666666667,250,11.7777777777778,238.222222222222,250,0.666666666666667,0.333333333333333
"80",80,250,250,36.5555555555556,213.444444444444,250,11.5555555555556,238.444444444444,250,0.777777777777778,0.222222222222222
"81",81,250,250,36.1111111111111,213.888888888889,250,11.1111111111111,238.888888888889,250,0.444444444444444,0.444444444444444
"82",82,250,250,35.2222222222222,214.777777777778,250,10.8888888888889,239.111111111111,250,0.888888888888889,0.222222222222222
"83",83,250,250,34.3333333333333,215.666666666667,250,10.6666666666667,239.333333333333,250,0.888888888888889,0.222222222222222
"84",84,250,250,34.2222222222222,215.777777777778,250,10.5555555555556,239.444444444444,250,0.111111111111111,0.111111111111111
"85",85,250,250,33.5555555555556,216.444444444444,250,10.2222222222222,239.777777777778,250,0.666666666666667,0.333333333333333
"86",86,250,250,33,217,250,10.1111111111111,239.888888888889,250,0.555555555555555,0.111111111111111
"87",87,250,250,32.5555555555556,217.444444444444,250,9.88888888888889,240.111111111111,250,0.444444444444444,0.222222222222222
"88",88,250,250,32.1111111111111,217.888888888889,250,9.77777777777778,240.222222222222,250,0.444444444444444,0.111111111111111
"89",89,250,250,31.6666666666667,218.333333333333,250,9.77777777777778,240.222222222222,250,0.444444444444444,0
"90",90,250,250,31,219,250,9.55555555555556,240.444444444444,250,0.666666666666667,0.222222222222222
"91",91,250,250,30.3333333333333,219.666666666667,250,8.77777777777778,241.222222222222,250,0.666666666666667,0.777777777777778
"92",92,250,250,30.1111111111111,219.888888888889,250,8.55555555555556,241.444444444444,250,0.222222222222222,0.222222222222222
"93",93,250,250,29.6666666666667,220.333333333333,250,8.33333333333333,241.666666666667,250,0.444444444444444,0.222222222222222
"94",94,250,250,29.4444444444444,220.555555555556,250,8.22222222222222,241.777777777778,250,0.222222222222222,0.111111111111111
"95",95,250,250,28.7777777777778,221.222222222222,250,8.11111111111111,241.888888888889,250,0.666666666666667,0.111111111111111
"96",96,250,250,28.3333333333333,221.666666666667,250,7.88888888888889,242.111111111111,250,0.444444444444444,0.222222222222222
"97",97,250,250,28.1111111111111,221.888888888889,250,7.66666666666667,242.333333333333,250,0.222222222222222,0.222222222222222
"98",98,250,250,27.7777777777778,222.222222222222,250,7.55555555555555,242.444444444444,250,0.333333333333333,0.111111111111111
"99",99,250,250,26.8888888888889,223.111111111111,250,7.44444444444444,242.555555555556,250,0.888888888888889,0.111111111111111
"100",100,250,250,26.5555555555556,223.444444444444,250,7,243,250,0.333333333333333,0.444444444444444
