"","time","sim.num","sim.num.g2","s.num","i.num","r.num","num","s.num.g2","i.num.g2","r.num.g2","num.g2","si.flow","si.flow.g2","ir.flow","ir.flow.g2"
"124",124,250,250,0,2.77777777777778,247.222222222222,250,0,96.2222222222222,153.777777777778,250,0,0,0.111111111111111,2
"125",125,250,250,0,2.77777777777778,247.222222222222,250,0,95.7777777777778,154.222222222222,250,0,0,0,0.444444444444444
"126",126,250,250,0,2.66666666666667,247.333333333333,250,0,94.5555555555555,155.444444444444,250,0,0,0.111111111111111,1.22222222222222
"127",127,250,250,0,2.55555555555556,247.444444444444,250,0,93.7777777777778,156.222222222222,250,0,0,0.111111111111111,0.777777777777778
"128",128,250,250,0,2.33333333333333,247.666666666667,250,0,92.8888888888889,157.111111111111,250,0,0,0.222222222222222,0.888888888888889
"129",129,250,250,0,2.11111111111111,247.888888888889,250,0,92,158,250,0,0,0.222222222222222,0.888888888888889
"130",130,250,250,0,1.77777777777778,248.222222222222,250,0,91.2222222222222,158.777777777778,250,0,0,0.333333333333333,0.777777777777778
"131",131,250,250,0,1.77777777777778,248.222222222222,250,0,90,160,250,0,0,0,1.22222222222222
"132",132,250,250,0,1.77777777777778,248.222222222222,250,0,89.4444444444445,160.555555555556,250,0,0,0,0.555555555555555
"133",133,250,250,0,1.66666666666667,248.333333333333,250,0,88.7777777777778,161.222222222222,250,0,0,0.111111111111111,0.666666666666667
"134",134,250,250,0,1.44444444444444,248.555555555556,250,0,88.3333333333333,161.666666666667,250,0,0,0.222222222222222,0.444444444444444
"135",135,250,250,0,1.44444444444444,248.555555555556,250,0,87.1111111111111,162.888888888889,250,0,0,0,1.22222222222222
"136",136,250,250,0,1.33333333333333,248.666666666667,250,0,86.6666666666667,163.333333333333,250,0,0,0.111111111111111,0.444444444444444
"137",137,250,250,0,1.33333333333333,248.666666666667,250,0,85.2222222222222,164.777777777778,250,0,0,0,1.44444444444444
"138",138,250,250,0,1.33333333333333,248.666666666667,250,0,84.5555555555556,165.444444444444,250,0,0,0,0.666666666666667
"139",139,250,250,0,1.22222222222222,248.777777777778,250,0,83.7777777777778,166.222222222222,250,0,0,0.111111111111111,0.777777777777778
"140",140,250,250,0,1.22222222222222,248.777777777778,250,0,82.4444444444444,167.555555555556,250,0,0,0,1.33333333333333
"141",141,250,250,0,1.11111111111111,248.888888888889,250,0,81.4444444444444,168.555555555556,250,0,0,0.111111111111111,1
"142",142,250,250,0,1,249,250,0,80.2222222222222,169.777777777778,250,0,0,0.111111111111111,1.22222222222222
"143",143,250,250,0,0.888888888888889,249.111111111111,250,0,79.4444444444444,170.555555555556,250,0,0,0.111111111111111,0.777777777777778
"144",144,250,250,0,0.777777777777778,249.222222222222,250,0,78.5555555555556,171.444444444444,250,0,0,0.111111111111111,0.888888888888889
"145",145,250,250,0,0.777777777777778,249.222222222222,250,0,78,172,250,0,0,0,0.555555555555555
"146",146,250,250,0,0.777777777777778,249.222222222222,250,0,76.6666666666667,173.333333333333,250,0,0,0,1.33333333333333
"147",147,250,250,0,0.666666666666667,249.333333333333,250,0,75.1111111111111,174.888888888889,250,0,0,0.111111111111111,1.55555555555556
"148",148,250,250,0,0.444444444444444,249.555555555556,250,0,74.4444444444444,175.555555555556,250,0,0,0.222222222222222,0.666666666666667
"149",149,250,250,0,0.444444444444444,249.555555555556,250,0,73.5555555555555,176.444444444444,250,0,0,0,0.888888888888889
"150",150,250,250,0,0.333333333333333,249.666666666667,250,0,73.2222222222222,176.777777777778,250,0,0,0.111111111111111,0.333333333333333
"151",151,250,250,0,0.333333333333333,249.666666666667,250,0,72.5555555555556,177.444444444444,250,0,0,0,0.666666666666667
"152",152,250,250,0,0.333333333333333,249.666666666667,250,0,71.7777777777778,178.222222222222,250,0,0,0,0.777777777777778
"153",153,250,250,0,0.333333333333333,249.666666666667,250,0,71.1111111111111,178.888888888889,250,0,0,0,0.666666666666667
"154",154,250,250,0,0.333333333333333,249.666666666667,250,0,70,180,250,0,0,0,1.11111111111111
"155",155,250,250,0,0.333333333333333,249.666666666667,250,0,69.5555555555556,180.444444444444,250,0,0,0,0.444444444444444
"156",156,250,250,0,0.333333333333333,249.666666666667,250,0,68.7777777777778,181.222222222222,250,0,0,0,0.777777777777778
"157",157,250,250,0,0.333333333333333,249.666666666667,250,0,68.2222222222222,181.777777777778,250,0,0,0,0.555555555555555
"158",158,250,250,0,0.333333333333333,249.666666666667,250,0,68,182,250,0,0,0,0.222222222222222
"159",159,250,250,0,0.333333333333333,249.666666666667,250,0,67.6666666666667,182.333333333333,250,0,0,0,0.333333333333333
"160",160,250,250,0,0.333333333333333,249.666666666667,250,0,67,183,250,0,0,0,0.666666666666667
"161",161,250,250,0,0.333333333333333,249.666666666667,250,0,66.5555555555556,183.444444444444,250,0,0,0,0.444444444444444
"162",162,250,250,0,0.333333333333333,249.666666666667,250,0,66.1111111111111,183.888888888889,250,0,0,0,0.444444444444444
"163",163,250,250,0,0.222222222222222,249.777777777778,250,0,65.7777777777778,184.222222222222,250,0,0,0.111111111111111,0.333333333333333
"164",164,250,250,0,0.222222222222222,249.777777777778,250,0,65.6666666666667,184.333333333333,250,0,0,0,0.111111111111111
"165",165,250,250,0,0.222222222222222,249.777777777778,250,0,64.6666666666667,185.333333333333,250,0,0,0,1
"166",166,250,250,0,0.222222222222222,249.777777777778,250,0,64,186,250,0,0,0,0.666666666666667
"167",167,250,250,0,0.111111111111111,249.888888888889,250,0,63.5555555555556,186.444444444444,250,0,0,0.111111111111111,0.444444444444444
"168",168,250,250,0,0.111111111111111,249.888888888889,250,0,63.3333333333333,186.666666666667,250,0,0,0,0.222222222222222
"169",169,250,250,0,0.111111111111111,249.888888888889,250,0,62.5555555555556,187.444444444444,250,0,0,0,0.777777777777778
"170",170,250,250,0,0.111111111111111,249.888888888889,250,0,62.1111111111111,187.888888888889,250,0,0,0,0.444444444444444
"171",171,250,250,0,0.111111111111111,249.888888888889,250,0,61.5555555555556,188.444444444444,250,0,0,0,0.555555555555555
"172",172,250,250,0,0.111111111111111,249.888888888889,250,0,60.4444444444444,189.555555555556,250,0,0,0,1.11111111111111
"173",173,250,250,0,0.111111111111111,249.888888888889,250,0,59.8888888888889,190.111111111111,250,0,0,0,0.555555555555555
"174",174,250,250,0,0.111111111111111,249.888888888889,250,0,59.2222222222222,190.777777777778,250,0,0,0,0.666666666666667
"175",175,250,250,0,0.111111111111111,249.888888888889,250,0,58.6666666666667,191.333333333333,250,0,0,0,0.555555555555555
"176",176,250,250,0,0.111111111111111,249.888888888889,250,0,57.8888888888889,192.111111111111,250,0,0,0,0.777777777777778
"177",177,250,250,0,0.111111111111111,249.888888888889,250,0,57.5555555555556,192.444444444444,250,0,0,0,0.333333333333333
"178",178,250,250,0,0.111111111111111,249.888888888889,250,0,56.7777777777778,193.222222222222,250,0,0,0,0.777777777777778
"179",179,250,250,0,0.111111111111111,249.888888888889,250,0,56.2222222222222,193.777777777778,250,0,0,0,0.555555555555555
"180",180,250,250,0,0.111111111111111,249.888888888889,250,0,56,194,250,0,0,0,0.222222222222222
"181",181,250,250,0,0.111111111111111,249.888888888889,250,0,55.6666666666667,194.333333333333,250,0,0,0,0.333333333333333
"182",182,250,250,0,0.111111111111111,249.888888888889,250,0,55,195,250,0,0,0,0.666666666666667
"183",183,250,250,0,0.111111111111111,249.888888888889,250,0,54.2222222222222,195.777777777778,250,0,0,0,0.777777777777778
"184",184,250,250,0,0.111111111111111,249.888888888889,250,0,53.4444444444444,196.555555555556,250,0,0,0,0.777777777777778
"185",185,250,250,0,0.111111111111111,249.888888888889,250,0,53,197,250,0,0,0,0.444444444444444
"186",186,250,250,0,0.111111111111111,249.888888888889,250,0,52.5555555555556,197.444444444444,250,0,0,0,0.444444444444444
"187",187,250,250,0,0,250,250,0,52.2222222222222,197.777777777778,250,0,0,0.111111111111111,0.333333333333333
